0         ,  0.01068  ,  2.914    
5e-05     ,  1.97     ,  1.464    
0.0001    ,  2.014    , -1.8      
0.00015   ,  1.97     , -2.661    
0.0002    ,  1.97     ,  0.05856  
0.00025   ,  2.014    ,  2.778    
0.0003    ,  2.014    ,  1.826    
0.00035   ,  2.014    , -1.437    
0.0004    ,  1.97     , -2.752    
0.00045   ,  1.97     , -0.3494   
0.0005    ,  1.97     ,  2.597    
0.00055   ,  0.01068  ,  2.144    
0.0006    ,  0.01068  , -1.075    
0.00065   ,  0.01068  , -2.842    
0.0007    ,  0.01068  , -0.7574   
0.00075   ,  0.01068  ,  2.37     
0.0008    ,  0.01068  ,  2.461    
0.00085   ,  0.01068  , -0.712    
0.0009    ,  0.01068  , -2.797    
0.00095   ,  0.01068  , -1.211    
0.001     ,  0.01068  ,  2.053    
0.00105   ,  1.97     ,  2.642    
0.0011    ,  1.97     , -0.2587   
0.00115   ,  1.97     , -2.752    
0.0012    ,  1.97     , -1.528    
0.00125   ,  1.97     ,  1.736    
0.0013    ,  1.97     ,  2.824    
0.00135   ,  2.014    ,  0.1946   
0.0014    ,  1.97     , -2.616    
0.00145   ,  2.014    , -1.891    
0.0015    ,  2.014    ,  1.373    
0.00155   ,  0.01068  ,  2.914    
0.0016    ,  0.01068  ,  0.6478   
0.00165   ,  0.01068  , -2.389    
0.0017    ,  0.01068  , -2.163    
0.00175   ,  0.01068  ,  0.9651   
0.0018    ,  0.01068  ,  2.96     
0.00185   ,  0.01068  ,  1.01     
0.0019    ,  0.01068  , -2.163    
0.00195   ,  0.01068  , -2.435    
0.002     ,  0.01068  ,  0.5572   
0.00205   ,  1.97     ,  2.914    
0.0021    ,  1.97     ,  1.464    
0.00215   ,  1.97     , -1.845    
0.0022    ,  2.014    , -2.661    
0.00225   ,  1.97     ,  0.1039   
0.0023    ,  1.97     ,  2.778    
0.00235   ,  1.97     ,  1.826    
0.0024    ,  1.97     , -1.528    
0.00245   ,  1.97     , -2.752    
0.0025    ,  1.97     , -0.3041   
0.00255   ,  0.01068  ,  2.642    
0.0026    ,  0.01068  ,  2.098    
0.00265   ,  0.01068  , -1.12     
0.0027    ,  0.01068  , -2.797    
0.00275   ,  0.01068  , -0.712    
0.0028    ,  0.01068  ,  2.416    
0.00285   ,  0.01068  ,  2.416    
0.0029    ,  0.01068  , -0.712    
0.00295   ,  0.01068  , -2.842    
0.003     ,  0.01068  , -1.165    
0.00305   ,  1.97     ,  2.098    
0.0031    ,  1.97     ,  2.642    
0.00315   ,  1.97     , -0.2587   
0.0032    ,  1.97     , -2.752    
0.00325   ,  1.97     , -1.528    
0.0033    ,  2.014    ,  1.781    
0.00335   ,  1.97     ,  2.824    
0.0034    ,  1.97     ,  0.1492   
0.00345   ,  1.97     , -2.661    
0.0035    ,  1.97     , -1.845    
0.00355   ,  0.01068  ,  1.418    
0.0036    ,  0.01068  ,  2.914    
0.00365   ,  0.01068  ,  0.5572   
0.0037    ,  0.01068  , -2.435    
0.00375   ,  0.01068  , -2.163    
0.0038    ,  0.01068  ,  1.01     
0.00385   ,  0.01068  ,  2.96     
0.0039    ,  0.01068  ,  1.01     
0.00395   ,  0.01068  , -2.163    
0.004     ,  0.01068  , -2.435    
0.00405   ,  2.014    ,  0.6025   
0.0041    ,  1.97     ,  2.914    
0.00415   ,  1.97     ,  1.373    
0.0042    ,  2.014    , -1.891    
0.00425   ,  2.014    , -2.616    
0.0043    ,  1.97     ,  0.1946   
0.00435   ,  1.97     ,  2.778    
0.0044    ,  1.97     ,  1.736    
0.00445   ,  1.97     , -1.528    
0.0045    ,  1.97     , -2.752    
0.00455   ,  0.01068  , -0.2587   
0.0046    ,  0.01068  ,  2.642    
0.00465   ,  0.01068  ,  2.053    
0.0047    ,  0.01068  , -1.165    
0.00475   ,  0.01068  , -2.842    
0.0048    ,  0.01068  , -0.6667   
0.00485   ,  0.01068  ,  2.416    
0.0049    ,  0.01068  ,  2.37     
0.00495   ,  0.01068  , -0.8027   
0.005     ,  0.01068  , -2.842    
0.00505   ,  1.97     , -1.075    
0.0051    ,  2.014    ,  2.144    
0.00515   ,  2.014    ,  2.597    
0.0052    ,  1.97     , -0.3494   
0.00525   ,  1.97     , -2.752    
0.0053    ,  1.97     , -1.437    
0.00535   ,  1.97     ,  1.826    
0.0054    ,  2.014    ,  2.778    
0.00545   ,  2.014    ,  0.05856  
0.0055    ,  1.97     , -2.706    
0.00555   ,  0.01068  , -1.8      
0.0056    ,  0.01068  ,  1.464    
0.00565   ,  0.01068  ,  2.914    
0.0057    ,  0.01068  ,  0.5119   
0.00575   ,  0.01068  , -2.435    
0.0058    ,  0.01068  , -2.117    
0.00585   ,  0.01068  ,  1.056    
0.0059    ,  0.01068  ,  2.96     
0.00595   ,  0.01068  ,  0.9198   
0.006     ,  0.01068  , -2.253    
0.00605   ,  2.014    , -2.344    
0.0061    ,  2.014    ,  0.6478   
0.00615   ,  1.97     ,  2.914    
0.0062    ,  1.97     ,  1.328    
0.00625   ,  1.97     , -1.936    
0.0063    ,  1.97     , -2.571    
0.00635   ,  2.014    ,  0.1946   
0.0064    ,  1.97     ,  2.824    
0.00645   ,  1.97     ,  1.736    
0.0065    ,  1.97     , -1.573    
0.00655   ,  0.01068  , -2.752    
0.0066    ,  0.01068  , -0.1681   
0.00665   ,  0.01068  ,  2.688    
0.0067    ,  0.01068  ,  2.053    
0.00675   ,  0.01068  , -1.256    
0.0068    , -0.03384  , -2.842    
0.00685   ,  0.01068  , -0.6214   
0.0069    ,  0.01068  ,  2.461    
0.00695   ,  0.01068  ,  2.325    
0.007     ,  0.01068  , -0.8027   
0.00705   ,  1.97     , -2.888    
0.0071    ,  1.97     , -1.075    
0.00715   ,  1.97     ,  2.189    
0.0072    ,  1.97     ,  2.552    
0.00725   ,  1.97     , -0.3947   
0.0073    ,  1.97     , -2.797    
0.00735   ,  2.014    , -1.437    
0.0074    ,  2.014    ,  1.826    
0.00745   ,  2.014    ,  2.733    
0.0075    ,  2.014    ,  0.01324  
0.00755   ,  0.01068  , -2.661    
0.0076    ,  0.01068  , -1.8      
0.00765   ,  0.01068  ,  1.509    
0.0077    ,  0.01068  ,  2.914    
0.00775   ,  0.01068  ,  0.4665   
0.0078    ,  0.01068  , -2.525    
0.00785   ,  0.01068  , -2.072    
0.0079    ,  0.01068  ,  1.101    
0.00795   ,  0.01068  ,  2.96     
0.008     ,  0.01068  ,  0.8745   
0.00805   ,  1.97     , -2.253    
0.0081    ,  1.97     , -2.344    
0.00815   ,  1.97     ,  0.6932   
0.0082    ,  1.97     ,  2.914    
0.00825   ,  1.97     ,  1.328    
0.0083    ,  1.97     , -1.981    
0.00835   ,  2.014    , -2.571    
0.0084    ,  1.97     ,  0.2852   
0.00845   ,  1.97     ,  2.824    
0.0085    ,  2.014    ,  1.645    
0.00855   , -0.03384  , -1.619    
0.0086    ,  0.01068  , -2.706    
0.00865   ,  0.01068  , -0.1681   
0.0087    ,  0.01068  ,  2.688    
0.00875   ,  0.01068  ,  2.008    
0.0088    ,  0.01068  , -1.301    
0.00885   ,  0.01068  , -2.797    
0.0089    ,  0.01068  , -0.576    
0.00895   ,  0.01068  ,  2.461    
0.009     ,  0.01068  ,  2.28     
0.00905   ,  1.97     , -0.8933   
0.0091    ,  2.014    , -2.842    
0.00915   ,  2.014    , -0.984    
0.0092    ,  1.97     ,  2.189    
0.00925   ,  1.97     ,  2.552    
0.0093    ,  1.97     , -0.4401   
0.00935   ,  1.97     , -2.797    
0.0094    ,  1.97     , -1.392    
0.00945   ,  1.97     ,  1.917    
0.0095    ,  1.97     ,  2.733    
0.00955   , -0.03384  , -0.03209  
0.0096    ,  0.01068  , -2.706    
0.00965   , -0.03384  , -1.709    
0.0097    ,  0.01068  ,  1.554    
0.00975   ,  0.01068  ,  2.869    
0.0098    ,  0.01068  ,  0.3759   
0.00985   ,  0.01068  , -2.525    
0.0099    ,  0.01068  , -2.027    
0.00995   ,  0.01068  ,  1.192    
0.01      ,  0.01068  ,  2.914    
0.01005   ,  1.97     ,  0.8292   
0.0101    ,  1.97     , -2.299    
0.01015   ,  1.97     , -2.344    
0.0102    ,  1.97     ,  0.7385   
0.01025   ,  1.97     ,  2.914    
0.0103    ,  1.97     ,  1.237    
0.01035   ,  1.97     , -2.027    
0.0104    ,  1.97     , -2.525    
0.01045   ,  1.97     ,  0.3305   
0.0105    ,  1.97     ,  2.869    
0.01055   ,  0.01068  ,  1.6      
0.0106    ,  0.01068  , -1.709    
0.01065   ,  0.01068  , -2.706    
0.0107    ,  0.01068  , -0.07742  
0.01075   ,  0.01068  ,  2.733    
0.0108    ,  0.01068  ,  1.962    
0.01085   ,  0.01068  , -1.347    
0.0109    ,  0.01068  , -2.797    
0.01095   ,  0.01068  , -0.4854   
0.011     , -0.03384  ,  2.552    
0.01105   ,  1.97     ,  2.234    
0.0111    ,  1.97     , -0.9387   
0.01115   ,  1.97     , -2.888    
0.0112    ,  2.014    , -0.9387   
0.01125   ,  2.014    ,  2.234    
0.0113    ,  1.97     ,  2.552    
0.01135   ,  1.97     , -0.5307   
0.0114    ,  2.014    , -2.797    
0.01145   ,  1.97     , -1.347    
0.0115    ,  2.014    ,  1.962    
